"Name","TotalScore","LowVolume","HighVolume","Assert"
"Hash.ContainsKey()","11.8478","17.9867","4.1742","True"
"Hash.Key","3.0000","2.4264","3.7171","True"
"Hash.GetEnum","4.5692","2.7975","6.7839","True"
"Hash[Key]","5.7324","9.2922","1.2827","True"
