"Name","Time","TimesExec","PSVersion","OS","CLR","WorkSet","Total","Assert","Max","Min","Samples","Score"
"For(){}SHORTER","00:00:00.0000737","13","7.1.4","Win","CoreCLR","0","00:00:00.0005162","True","00:00:00.0001299","00:00:00.0000586","7","1"
"Do{}Until()2x","00:00:00.0000791","3","7.1.4","Win","CoreCLR","12288","00:00:00.0005534","True","00:00:00.0001271","00:00:00.0000668","7","1"
"For(){}2x","00:00:00.0000819","3","7.1.4","Win","CoreCLR","856064","00:00:00.0005734","True","00:00:00.0001175","00:00:00.0000703","7","1,0353982300884956"
"Foreach(){}Shorter","00:00:00.0000862","8","7.1.4","Win","CoreCLR","0","00:00:00.0006031","True","00:00:00.0001381","00:00:00.0000753","7","1"
"For(){}2x","00:00:00.0000875","13","7.1.4","Win","CoreCLR","0","00:00:00.0006126","True","00:00:00.0001308","00:00:00.0000688","7","1,187245590230665"
"Foreach(){}2x","00:00:00.0000876","8","7.1.4","Win","CoreCLR","0","00:00:00.0006129","True","00:00:00.0001295","00:00:00.0000775","7","1,0162412993039442"
"For(){}2x","00:00:00.0000880","8","7.1.4","Win","CoreCLR","0","00:00:00.0006163","True","00:00:00.0001331","00:00:00.0000763","7","1,0208816705336428"
"For(){}SHORTER","00:00:00.0000882","8","7.1.4","Win","CoreCLR","0","00:00:00.0006173","True","00:00:00.0001318","00:00:00.0000776","7","1,023201856148492"
"Foreach(){}2x","00:00:00.0000959","13","7.1.4","Win","CoreCLR","0","00:00:00.0006710","True","00:00:00.0001591","00:00:00.0000810","7","1,3012211668928086"
".Where{})2x","00:00:00.0000962","3","7.1.4","Win","CoreCLR","0","00:00:00.0006731","True","00:00:00.0001551","00:00:00.0000789","7","1,216182048040455"
"Foreach(){}Shorter","00:00:00.0000970","13","7.1.4","Win","CoreCLR","0","00:00:00.0006791","True","00:00:00.0001695","00:00:00.0000809","7","1,316146540027137"
"Do{}While()2x","00:00:00.0000971","3","7.1.4","Win","CoreCLR","90112","00:00:00.0006799","True","00:00:00.0001364","00:00:00.0000763","7","1,2275600505689002"
"Foreach(){}Shorter","00:00:00.0000990","3","7.1.4","Win","CoreCLR","45056","00:00:00.0006931","True","00:00:00.0001513","00:00:00.0000770","7","1,2515802781289507"
"Foreach(){}2x","00:00:00.0000997","3","7.1.4","Win","CoreCLR","176128","00:00:00.0006980","True","00:00:00.0001928","00:00:00.0000741","7","1,2604298356510746"
"Do{}Until()2x","00:00:00.0001025","8","7.1.4","Win","CoreCLR","0","00:00:00.0007174","True","00:00:00.0001732","00:00:00.0000852","7","1,1890951276102089"
"While(){}2x","00:00:00.0001041","3","7.1.4","Win","CoreCLR","65536","00:00:00.0007286","True","00:00:00.0001429","00:00:00.0000863","7","1,316055625790139"
"Do{}Until()2x","00:00:00.0001142","13","7.1.4","Win","CoreCLR","0","00:00:00.0007993","True","00:00:00.0002177","00:00:00.0000797","7","1,5495251017639078"
"While(){}2x","00:00:00.0001166","13","7.1.4","Win","CoreCLR","0","00:00:00.0008162","True","00:00:00.0001677","00:00:00.0001060","7","1,5820895522388059"
".Foreach({})2x","00:00:00.0001249","3","7.1.4","Win","CoreCLR","0","00:00:00.0008740","True","00:00:00.0001602","00:00:00.0001068","7","1,5790139064475348"
"For(){}SHORTER","00:00:00.0001262","3","7.1.4","Win","CoreCLR","16384","00:00:00.0008837","True","00:00:00.0002218","00:00:00.0000792","7","1,595448798988622"
"|AnonymusPipe","00:00:00.0001497","13","7.1.4","Win","CoreCLR","0","00:00:00.0010478","True","00:00:00.0002168","00:00:00.0001313","7","2,0312075983717777"
"Do{}While()2x","00:00:00.0001510","13","7.1.4","Win","CoreCLR","16384","00:00:00.0010573","True","00:00:00.0001962","00:00:00.0001207","7","2,0488466757123476"
"Foreach(){}Shorter","00:00:00.0001520","21","7.1.4","Win","CoreCLR","8192","00:00:00.0010638","True","00:00:00.0002662","00:00:00.0001185","7","1"
"|AnonymusPipe","00:00:00.0001549","8","7.1.4","Win","CoreCLR","1724416","00:00:00.0010844","True","00:00:00.0002212","00:00:00.0001290","7","1,796983758700696"
"For(){}SHORTER","00:00:00.0001721","21","7.1.4","Win","CoreCLR","0","00:00:00.0012049","True","00:00:00.0002775","00:00:00.0001384","7","1,132236842105263"
"|AnonymusPipe","00:00:00.0001743","21","7.1.4","Win","CoreCLR","0","00:00:00.0012198","True","00:00:00.0002158","00:00:00.0001322","7","1,1467105263157895"
"While(){}2x","00:00:00.0001786","8","7.1.4","Win","CoreCLR","0","00:00:00.0012505","True","00:00:00.0002565","00:00:00.0000863","7","2,0719257540603246"
"Do{}While()2x","00:00:00.0001799","1","7.1.4","Win","CoreCLR","0","00:00:00.0012594","True","00:00:00.0008838","00:00:00.0000519","7","1"
"While(){}2x","00:00:00.0001851","21","7.1.4","Win","CoreCLR","0","00:00:00.0012957","True","00:00:00.0002353","00:00:00.0001725","7","1,2177631578947368"
"While(){}2x","00:00:00.0001884","1","7.1.4","Win","CoreCLR","0","00:00:00.0013187","True","00:00:00.0010323","00:00:00.0000457","7","1,047248471372985"
"Do{}While()2x","00:00:00.0001886","21","7.1.4","Win","CoreCLR","16384","00:00:00.0013205","True","00:00:00.0002469","00:00:00.0001726","7","1,2407894736842104"
"For(){}2x","00:00:00.0001894","21","7.1.4","Win","CoreCLR","0","00:00:00.0013261","True","00:00:00.0002710","00:00:00.0001497","7","1,2460526315789473"
"For(){}SHORTER","00:00:00.0001916","1","7.1.4","Win","CoreCLR","0","00:00:00.0013410","True","00:00:00.0010048","00:00:00.0000449","7","1,065036131183991"
".Where{})2x","00:00:00.0002038","21","7.1.4","Win","CoreCLR","0","00:00:00.0014263","True","00:00:00.0002602","00:00:00.0001869","7","1,3407894736842105"
"Foreach(){}2x","00:00:00.0002042","21","7.1.4","Win","CoreCLR","0","00:00:00.0014291","True","00:00:00.0002455","00:00:00.0001903","7","1,3434210526315788"
"Do{}While()2x","00:00:00.0002060","8","7.1.4","Win","CoreCLR","0","00:00:00.0014417","True","00:00:00.0002832","00:00:00.0001905","7","2,3897911832946637"
"Do{}Until()2x","00:00:00.0002254","21","7.1.4","Win","CoreCLR","16384","00:00:00.0015777","True","00:00:00.0003313","00:00:00.0001833","7","1,4828947368421053"
"Foreach(){}2x","00:00:00.0002345","1","7.1.4","Win","CoreCLR","258048","00:00:00.0016417","True","00:00:00.0011500","00:00:00.0000612","7","1,3035019455252919"
".Foreach({})2x","00:00:00.0002462","13","7.1.4","Win","CoreCLR","0","00:00:00.0017233","True","00:00:00.0003264","00:00:00.0002209","7","3,340569877883311"
".Where{})2x","00:00:00.0002570","8","7.1.4","Win","CoreCLR","16384","00:00:00.0017992","True","00:00:00.0005368","00:00:00.0001557","7","2,9814385150812064"
".Foreach({})2x","00:00:00.0002592","21","7.1.4","Win","CoreCLR","12288","00:00:00.0018144","True","00:00:00.0003892","00:00:00.0002255","7","1,7052631578947368"
"Do{}Until()2x","00:00:00.0002621","1","7.1.4","Win","CoreCLR","4096","00:00:00.0018347","True","00:00:00.0014970","00:00:00.0000478","7","1,4569205113952195"
".Foreach({})2x","00:00:00.0002716","8","7.1.4","Win","CoreCLR","24576","00:00:00.0019013","True","00:00:00.0003859","00:00:00.0001606","7","3,1508120649651974"
".Where{})2x","00:00:00.0002762","13","7.1.4","Win","CoreCLR","0","00:00:00.0019333","True","00:00:00.0005269","00:00:00.0002013","7","3,7476255088195387"
"|Foreach-Obj{}","00:00:00.0003154","13","7.1.4","Win","CoreCLR","0","00:00:00.0022079","True","00:00:00.0004229","00:00:00.0002721","7","4,279511533242877"
"|AnonymusPipe","00:00:00.0003518","3","7.1.4","Win","CoreCLR","0","00:00:00.0024623","True","00:00:00.0017087","00:00:00.0001134","7","4,447534766118837"
"|Foreach-Obj{}","00:00:00.0003530","8","7.1.4","Win","CoreCLR","2289664","00:00:00.0024712","True","00:00:00.0004580","00:00:00.0002826","7","4,0951276102088165"
".Where{})2x","00:00:00.0003575","1","7.1.4","Win","CoreCLR","8192","00:00:00.0025028","True","00:00:00.0020766","00:00:00.0000674","7","1,9872151195108394"
