"Name","Time","TimesExec","PSVersion","OS","CLR","WorkSet","Total","Assert","Max","Min","Samples","Score"
"For(){}SHORTER","00:00:00.0010080","1","7.1.4","Mac","CoreCLR","0","00:00:00.0070557","True","00:00:00.0035778","00:00:00.0001699","7","2.7684702004943698"
"|Foreach-Obj{}","00:00:00.0011346","13","7.1.4","Mac","CoreCLR","12288","00:00:00.0079419","True","00:00:00.0016838","00:00:00.0006456","7","4.928757602085144"
".Where{})2x","00:00:00.0011481","21","7.1.4","Mac","CoreCLR","4096","00:00:00.0080364","True","00:00:00.0034676","00:00:00.0004909","7","4.205494505494506"
"While(){}2x","00:00:00.0014681","100","7.1.4","Mac","CoreCLR","0","00:00:00.0102765","True","00:00:00.0020742","00:00:00.0011863","7","2.1148084125612217"
"While(){}2x","00:00:00.0014755","21","7.1.4","Mac","CoreCLR","8192","00:00:00.0103284","True","00:00:00.0027684","00:00:00.0003539","7","5.404761904761905"
"|Foreach-Obj{}","00:00:00.0015982","3","7.1.4","Mac","CoreCLR","36864","00:00:00.0111871","True","00:00:00.0073889","00:00:00.0005683","7","8.587855991402472"
"For(){}2x","00:00:00.0020324","1","7.1.4","Mac","CoreCLR","90112","00:00:00.0142266","True","00:00:00.0133445","00:00:00.0001341","7","5.581982971711068"
"While(){}2x","00:00:00.0021822","13","7.1.4","Mac","CoreCLR","98304","00:00:00.0152756","True","00:00:00.0120260","00:00:00.0002324","7","9.479582971329279"
"For(){}SHORTER","00:00:00.0022912","100","7.1.4","Mac","CoreCLR","-12288","00:00:00.0160382","True","00:00:00.0083641","00:00:00.0008048","7","3.3004897723998847"
"For(){}2x","00:00:00.0031760","21","7.1.4","Mac","CoreCLR","65536","00:00:00.0222318","True","00:00:00.0099976","00:00:00.0003287","7","11.633699633699633"
"|Foreach-Obj{}","00:00:00.0038797","100","7.1.4","Mac","CoreCLR","24576","00:00:00.0271577","True","00:00:00.0049590","00:00:00.0028992","7","5.588735234802651"
