"Name","TotalScore","LowVolume","HighVolume","Assert"
"Stuff*>Null","1.4150","1.3692","1.4722","True"
"[Void]Stuff","1.9178","2.2595","1.4906","True"
"Stuff|OutNull","12.8581","12.1360","13.7608","True"
"Stuff>Null","2.2840","2.1541","2.4462","True"
"Null=stuff","4.1122","6.2570","1.4313","True"
